project,approach,iter,dep_num,history_num,input_file,train_size,test_size,epoch_num,loss,tp,fp,tn,fn,random_precision,precision,recall,f1,auc,accuracy
accumulo,my,10,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.54984808,565,147,178,191,0.699352451,0.793539326,0.747354497,0.769754768,0.647523403,0.687326549
accumulo,my,22,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.519871533,536,135,190,220,0.699352451,0.79880775,0.708994709,0.751226349,0.646805047,0.67160037
accumulo,my,20,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.570037305,363,61,264,393,0.699352451,0.856132075,0.48015873,0.615254237,0.646233211,0.580018501
accumulo,my,16,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.536065996,535,135,190,221,0.699352451,0.798507463,0.707671958,0.750350631,0.646143671,0.670675301
accumulo,my,17,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.648394883,383,70,255,373,0.699352451,0.845474614,0.506613757,0.633581472,0.645614571,0.590194265
accumulo,my,19,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.59493506,361,61,264,395,0.699352451,0.855450237,0.477513228,0.612903226,0.64491046,0.578168363
accumulo,my,16,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.557706058,532,135,190,224,0.699352451,0.797601199,0.703703704,0.747716093,0.644159544,0.667900093
accumulo,my,29,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.602482319,349,58,267,407,0.699352451,0.857493857,0.461640212,0.600171969,0.641589337,0.569842738
accumulo,my,28,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.568885684,481,115,210,275,0.699352451,0.80704698,0.636243386,0.711538462,0.641198616,0.639222942
accumulo,my,21,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.531081736,627,178,147,129,0.699352451,0.778881988,0.829365079,0.803331198,0.640836386,0.7160037
accumulo,my,8,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.691299558,452,103,222,304,0.699352451,0.814414414,0.597883598,0.689549962,0.64048026,0.623496762
accumulo,my,12,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.636388779,351,60,265,405,0.699352451,0.854014599,0.464285714,0.601542416,0.639835165,0.569842738
accumulo,my,13,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.574881613,396,80,245,360,0.699352451,0.831932773,0.523809524,0.642857143,0.638827839,0.592969473
accumulo,my,7,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.644021034,314,45,280,442,0.699352451,0.874651811,0.415343915,0.5632287,0.638441188,0.549491212
accumulo,my,1,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.529904127,476,115,210,280,0.699352451,0.805414552,0.62962963,0.706755754,0.637891738,0.634597595
